"score","city","title","review"
"5","Dublin","Creepy old Anthony Hopkins film","Magic stars Anthony Hopkins long before Silence of the Lambs. His character Corky is a magician who can't seem to catch a break. He decides to try his luck at using a ventriloquist doll during his act and he becomes a success. His ventriloquist partner Fats starts to take over Corky's thoughts and motives. The success that his act has brought him starts to push him further into insanity and he runs off to escape with Fats. It is at this point that Corky's weird life begins to fall apart. He finds his long lost love and her violent drunk husband when Fats decides to take over. I remember seeing this movie as a kid and it really scared me. Just the thought of a doll coming to life is a bit disturbing. Great movie!"
"2","Sweden","harassing bears?","Cole is in the news for all the wrong reasons: Photographer"
"4","Ellisville","THE best book for AP spanish!","This book is the absolute best buy for AP Spanish Language preparation. It goes through every aspect of the test and has a very thorough review of all grammar tested in the exam (although I thought that they had a little more then what was needed). The practice tests accurately measure with the difficulty and format of the real test. Having a bad situation with an inexperienced teacher"
"3","East Orange","great lil printer"," BUT"
"3","South Pasadena","good printer","I have bought this printer for my personal use at home.It is good and reliable printer for the price.Somehow"
"3","Richfield","A quiet workhorse!","Bought this and just to test if I would keep it"
"3","Branchburg","Great printer"," unless you're using Vista"
"2","Sleepy Hollow","1020 printer stopped working after few months","I can't beleive this printer only worked for 3 months. I bought it last Dec"
"4","Huntertown","Excellent Entry Level Laser Printer","If you need a home light duty printer that provides professional laser printed documents perhaps say for a small home business or a private laser printer for an executive's office this is perfect. It is not for huge jobs or big projects but for the little jobs that need professional flair."
"4","Corpus Christi","Great Read - Suspenseful","When I first started reading the book I kept putting it down"
"4","Oceanside","classic","hardly ever see this movie on tv..so i had to order..love it a must see!! went see it at the old movie house with my school when i was a kid...never forgotten it!!"
"1","Marblehead","WHAT!!!","Don't buy it. If Meth's new album isn't at least ten times better than this"
"4","Warwick","A classic!","Of all the albums we bought in the 70s this is one of my favorites! When I get in the mood for reggae I usually start here with 'Let my days be long' (or 'Revolution' on Marley's 'Natty Dread'). It is 'religious'"
"2","Havre de Grace","Design flaw prevents easy installation","For a 1/2 slip-mount installation"
"4","Glasgow","Love old recipes","thanks for compiling these recipes. They were fun to read"
"3","Robbinsville","I want to like this.","The tracks are great.The playing (might be) great.The recording quality is wretched.I hate to say that"
"2","Weirton","Shame on you"," Mr Coffee!"
"4","Stafford","Great gift","I was given this as a christmas gift"
"3","Chino Hills","Mr. Coffee Warmer","The warmer keeps the cup at an acceptable temperature and looks great on the desk. The warming light is very useful in reminding me if the unit is on or off. I could not be more pleased with this product and the cost was perfect."
"3","Lackawanna","Mr Coffee mug warmer","I have used a Dazey and it worked great. The Mr Coffee keeps it a little warm but I like my coffee hot."
"2","Hanover Park","Warm"," not hot"
"3","Reynoldsburg","Very nice product","I have been using this product for a few weeks. I have a ceramic tea pot that I use to make a few cups of tea at a time"
"1","Mount Washington","Doesn't keep coffee warm","Purchased this in 2010. Doesn't keep coffee warm. Well"
"3","Swissvale","Mr. Coffee Mug Warmer","The Mr. Coffee Mug Warmer truely is a mug warmer. I use it daily. My mug is warm"
"4","Chalmette","Good heat"," limited space"
"4","Hilton Head Island","Works pretty well for regular sized mugs","The hot plate part is not big enough to fit the Starbucks city mugs"
"3","Painesville","Works Well Keeping Coffee Warm","This works well to keep your coffee warm longer. It doesnot keep hot like when it comes out of the coffee makebut it does keep it warm long enough for you to finish yourcoffee."
"4","Covington","Awesome!!!!","I'm a huge tea drinker & I enjoy drinking coffee. But with my work"
"2","Jesup","Mr. Coffee Mug Warmer / Disappointed","It does not keep coffee very warm.I can lay my hand on the warming plate with no discomfort.Hope that paints the picture you need."
"1","York","Worthless Piece of Crap!","This thing needs a High Med Low setting cause the only setting it has is Low. I made a cup of really nice organic Japanese Shade grown tea ($40 an ounce) and asked my wife to bring me an ice cube to warm it up after it had been on the heater for 10 minutes. The pad gets pretty hot"
"2","Timberwood Park","Not happy with this one!","I have not experienced an even warm cup of tea let alone hot since using this product. I tried pre-heating it and still no results. Very disappointed. I positively don't recommend this product."
"3","Arcata","Doesn't keep coffee hot","Only keeps coffee tepid at best. Actual element gets very hot; it just doesn't reach the coffee. Item is small enough to stay on the table. It makes an expensive coaster."
